name,rut,gender,birth_date,observation_date,heart_rate,diastolic_blood_pressure,systolic_blood_pressure
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1983-07-02,89,79.6,111.4
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,1968-10-11,66,81.6,113.0
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1991-05-04,83,78.0,108.0
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-04-16,71,80.0,114.0
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2010-11-11,88,74.0,105.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,2007-01-04,74,103.3,146.4
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2013-11-15,80,90.1,127.4
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,2007-04-03,61,114.5,164.8
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2012-01-20,87,82.2,117.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2012-09-11,69,87.3,121.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2013-07-02,69,88.2,125.1
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1984-02-18,93,87.2,124.2
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2013-02-02,92,93.3,132.8
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2009-11-17,73,83.0,117.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-02-06,69,77.3,109.1
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2009-08-31,93,94.5,134.8
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1982-08-05,82,89.7,125.0
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,1999-08-21,66,86.2,118.3
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1987-08-09,92,82.9,115.6
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2018-11-15,66,86.9,121.8
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2007-01-04,85,80.8,114.6
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1997-08-20,90,84.5,120.0
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1981-06-11,71,77.1,109.7
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2009-12-12,73,84.6,118.5
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-01-01,68,98.9,142.5
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1975-06-21,73,88.5,124.4
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2020-12-14,64,79.4,108.8
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2021-01-03,88,79.8,110.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-04-23,65,98.3,140.1
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1982-10-23,97,90.5,125.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2015-01-11,87,93.1,132.5
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2013-07-05,100,90.1,129.5
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2014-08-07,74,82.6,117.1
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-06-18,75,83.7,117.8
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,2004-02-07,96,88.5,124.2
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2013-04-14,93,72.1,100.6
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2007-10-29,89,84.2,120.0
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-28,66,86.5,123.5
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2020-12-18,66,74.0,103.4
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-01-20,69,80.7,112.3
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2016-06-14,90,75.4,103.2
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,1987-10-12,80,96.6,136.3
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2020-10-23,86,78.5,108.8
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2000-03-11,93,98.1,139.0
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2014-08-13,83,87.1,121.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-11-07,63,96.5,138.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-05-06,69,85.8,120.8
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2012-03-10,84,82.1,115.8
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2010-02-13,93,116.4,166.4
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2016-10-18,74,93.5,130.1
Lucas Matías Herrera Romero,15725416-2,male,2009-12-26,2019-10-19,87,95.8,133.2
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-06-27,71,84.8,122.7
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2019-12-17,72,73.0,100.0
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2016-01-11,76,90.2,127.5
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2007-06-18,84,98.5,139.8
María Julieta Rodriguez Espinoza,12442036-9,female,1955-10-01,1999-04-07,71,94.2,134.2
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2019-03-09,90,86.3,119.6
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,2003-01-26,68,87.8,127.1
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2005-10-12,103,77.7,107.8
Leonor Sofía Morales Navarro,19530830-6,female,1973-08-15,2019-09-18,69,94.4,132.3
María Isabella Arias Carvajal,12092913-5,female,1952-07-18,1991-01-03,69,96.7,140.6
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2006-08-04,88,77.7,109.4
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2017-10-09,71,86.1,120.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1981-09-15,96,81.3,116.7
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-02-09,61,80.1,112.1
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2015-09-16,71,81.9,114.6
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2021-03-07,68,84.8,119.2
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-12-29,92,88.8,124.5
Trinidad Maite Caceres Araneda,15267051-6,female,1968-08-17,2021-04-06,67,86.9,121.9
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-06-03,67,86.9,123.5
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2013-08-18,83,82.6,114.7
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,1989-05-19,90,87.1,121.5
Matías Agustín Alvarado Castro,13459723-2,male,1988-09-25,2014-03-17,92,84.3,120.8
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2019-12-06,64,90.2,126.7
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2020-04-22,72,87.0,123.1
Vicente Gabriel Valdebenito Guerra,17926353-k,male,1957-12-18,2017-06-08,91,109.0,155.9
Lucas Joaquín Donoso Tapia,16044094-5,male,1973-10-22,1999-04-18,93,85.4,120.1
Agustina Renata Correa Salinas,16602354-8,female,1993-12-19,2017-07-22,69,81.3,114.6
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,1979-08-21,99,85.4,120.5
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2015-12-31,97,96.4,137.3
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2016-08-30,65,82.7,115.4
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,1993-02-12,85,81.8,115.3
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2013-09-09,91,79.2,109.6
Isabella Sofía Guerrero Perez,11554536-1,female,2020-12-03,2021-05-16,66,91.4,128.3
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2012-08-20,76,85.3,122.6
Gaspar Matías Meza Alfaro,19080686-3,male,1973-04-07,2006-04-29,80,79.8,113.9
María Mia Maldonado Retamal,13226673-5,female,2014-05-01,2015-04-14,78,88.6,123.4
Luciano José Salgado Espinoza,14912860-3,male,1974-07-09,2003-09-27,89,88.3,124.8
Martina Emma Lara Gaete,17600320-0,female,2019-12-16,2020-11-25,72,91.1,128.1
Maite Maite Ojeda Fuentealba,19943131-5,female,2012-05-12,2016-03-17,65,90.6,129.1
Julián Matías Quiroz Alvarado,16516966-2,male,2004-07-18,2015-04-17,90,91.2,128.5
Maximiliano Lucas Avila Valencia,15166596-9,male,2006-12-17,2010-03-23,82,75.8,107.8
